facility_id,name,state,agency,rec_area,lat,lon,reservable,booking,total_sites,electric,water,sewer,pets,campfires,max_rv_length_ft,confirmed_free,book_url,nps_url
10048017,Maple Lake Campground,UT,FS,Uinta-Wasatch-Cache National Forest,39.955631,-111.691253,True,reservable,11,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048017,
10048028,Meeks Cabin Campground,WY,FS,Uinta-Wasatch-Cache National Forest,41.005205,-110.583369,True,reservable,26,False,False,False,True,True,65,False,https://www.recreation.gov/camping/campgrounds/10048028,
10048053,Pioneer Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.628894,-111.693017,True,reservable,20,False,False,False,True,True,35,False,https://www.recreation.gov/camping/campgrounds/10048053,
10048073,Preston Valley Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.773639,-111.654881,True,reservable,10,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048073,
10048096,Shady Dell Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.590114,-111.015751,True,reservable,22,False,False,False,True,True,88,False,https://www.recreation.gov/camping/campgrounds/10048096,
10048127,Shingle Creek ATV Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.614961,-111.129753,True,reservable,22,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048127,
10048149,Smithfield Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.870342,-111.754164,True,reservable,7,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048149,
10048156,Spring Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.661903,-111.654028,True,reservable,4,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048156,
10048160,Upper Meadows Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.290907,-111.635696,True,reservable,10,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048160,
10048170,Cobblerest Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.595014,-110.975567,True,reservable,19,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048170,
10048189,Cottonwood Campground - Slrd,UT,FS,Uinta-Wasatch-Cache National Forest,40.501878,-112.559611,True,reservable,5,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048189,
10048198,Intake Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.498006,-112.571064,True,reservable,6,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048198,
10048215,Loop Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.487897,-112.603181,True,reservable,15,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048215,
10048229,Lower Meadows Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.286623,-111.643195,True,reservable,25,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048229,
10048253,Lower Narrows Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.492096,-112.591355,True,reservable,4,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048253,
10048257,Lower Provo Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.593483,-111.118394,True,reservable,11,False,False,False,True,True,70,False,https://www.recreation.gov/camping/campgrounds/10048257,
10048873,Willows Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.292013,-111.634697,True,reservable,19,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048873,
10048891,Wolverine ATV Trailhead Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.846399,-110.814763,True,reservable,7,False,False,False,True,True,38,False,https://www.recreation.gov/camping/campgrounds/10048891,
10048898,Yellow Pine Campground,UT,FS,Uinta-Wasatch-Cache National Forest,40.629563,-111.175069,True,reservable,34,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048898,
10048953,Lodge Campground,UT,FS,Uinta-Wasatch-Cache National Forest,41.777858,-111.620144,True,reservable,11,False,False,False,True,True,15,False,https://www.recreation.gov/camping/campgrounds/10048953,
10048964,Boulder Beach Group Campsites,NV,NPS,Lake Mead National Recreation Area,36.036026,-114.803411,True,reservable,5,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048964,
10048983,Mammoth Cave Backcountry Camping,KY,NPS,Mammoth Cave National Park,37.197605,-86.130902,True,reservable,94,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10048983,
10048998,Horseshoe Road Recreation Area,CA,USACE,Stanislaus River Parks,37.779158,-120.843304,True,reservable,15,False,False,False,True,False,,False,https://www.recreation.gov/camping/campgrounds/10048998,
10049020,Upper Manistee River Backcountry Campsites,MI,FS,Huron-Manistee National Forests,44.283861,-85.861844,True,reservable,11,False,False,False,True,True,20,False,https://www.recreation.gov/camping/campgrounds/10049020,
10049270,Backpackers,CA,FS,Stanislaus National Forest,38.478305,-120.003030,True,reservable,8,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10049270,
10049271,Lone Point Group Camp,IL,USACE,Lake Shelbyville,39.416498,-88.779661,True,reservable,1,True,True,True,True,True,,False,https://www.recreation.gov/camping/campgrounds/10049271,
10049272,Oak Grove,MS,USACE,Sardis Lake,34.406431,-89.797922,True,reservable,83,True,True,True,True,True,,False,https://www.recreation.gov/camping/campgrounds/10049272,
10049273,Pinon Campground,NM,FS,Gila National Forest,34.138103,-108.483553,True,partly,25,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10049273,
10049434,Clear Creek,AR,USACE,Ozark Lake,35.436641,-94.169887,True,reservable,39,True,True,False,True,True,56,False,https://www.recreation.gov/camping/campgrounds/10049434,
10049525,Northshore Campground,CA,FS,Eldorado National Forest,38.999568,-120.318717,True,partly,25,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10049525,
10049551,Wood Camp,UT,FS,Uinta-Wasatch-Cache National Forest,41.773639,-111.654881,True,reservable,7,False,False,False,True,True,15,False,https://www.recreation.gov/camping/campgrounds/10049551,
10050235,Blue Ridge Park,AR,USACE,Dierks Lake,34.193440,-94.092050,True,reservable,21,True,True,False,False,True,,False,https://www.recreation.gov/camping/campgrounds/10050235,
10050257,Horseshoe Bend,AR,USACE,Dierks Lake,34.147640,-94.087650,True,reservable,13,True,True,False,False,True,45,False,https://www.recreation.gov/camping/campgrounds/10050257,
10050273,West End Tent And Trailer Campground,MT,USACE,Fort Peck Project,47.995060,-106.498017,False,first-come,33,True,False,False,True,True,45,False,,
10050606,Beard's Lake Park,AR,USACE,Millwood Lake,33.694571,-93.960855,True,reservable,8,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10050606,
10050743,Fawn Creek Youth Campground,OK,FWS,Wichita Mountains Wildlife Refuge,34.710020,-98.619116,True,reservable,4,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10050743,
10052147,Stephens Park,AR,USACE,Lake Ouachita,34.570560,-93.190215,True,reservable,10,True,True,True,True,True,20,False,https://www.recreation.gov/camping/campgrounds/10052147,
10052157,South Abutment East,LA,USACE,Bayou Bodcau Reservoir,32.704386,-93.513845,True,reservable,12,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052157,
10052170,Tom Merrill Recreation Area,LA,USACE,Bayou Bodcau Reservoir,32.704386,-93.513845,True,reservable,21,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052170,
10052192,Wenks Landing,LA,USACE,Bayou Bodcau Reservoir,32.704386,-93.513845,True,reservable,11,False,False,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052192,
10052227,Juniper Campground,NM,FS,Gila National Forest,34.137543,-108.489190,True,partly,36,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052227,
10052246,Saratoga Park,AR,USACE,Millwood Lake,33.694571,-93.960855,True,reservable,17,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052246,
10052592,Sardis Cove,OK,USACE,Sardis Lake,34.628330,-95.350000,True,reservable,45,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052592,
10052638,Redbud Bay,OK,USACE,Oologah Lake,36.426817,-95.678115,True,reservable,11,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10052638,
10052650,Tortilla Campground,AZ,FS,Tonto National Forest,33.529870,-111.398440,True,partly,76,False,True,True,True,True,32,False,https://www.recreation.gov/camping/campgrounds/10052650,
10053715,Bryant Campground,MS,USACE,Grenada Lake,33.808330,-89.771670,True,reservable,6,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10053715,
10053722,Gums Crossing Campground,MS,USACE,Grenada Lake,33.808330,-89.771670,True,reservable,6,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10053722,
10053729,Little Fir,AR,USACE,Lake Ouachita,34.632064,-93.470246,True,reservable,29,True,True,False,True,True,40,False,https://www.recreation.gov/camping/campgrounds/10053729,
10053759,Hurricane Landing,MS,USACE,Sardis Lake,34.493657,-89.585505,True,reservable,19,True,True,False,True,True,39,False,https://www.recreation.gov/camping/campgrounds/10053759,
10053779,Indian Cove Group,CA,NPS,Joshua Tree National Park,34.093020,-116.157520,True,reservable,13,False,False,False,True,True,24,False,https://www.recreation.gov/camping/campgrounds/10053779,
10053793,Pat Mayse East,TX,USACE,Pat Mayse Lake,33.853330,-95.548330,True,reservable,26,True,True,False,True,True,100,False,https://www.recreation.gov/camping/campgrounds/10053793,
10054654,Spadra,AR,USACE,Dardanelle Lake,35.426663,-93.471427,True,reservable,24,True,True,False,True,True,,False,https://www.recreation.gov/camping/campgrounds/10054654,
